year month day hour minute second windspeed_ms
2015 3 21 15 15 5 7.395000
2015 3 21 16 15 5 6.245000
2015 3 21 17 15 5 5.795000
2015 3 21 18 15 5 6.335000
2015 3 21 19 15 5 4.835000
2015 3 21 20 15 5 2.868333
2015 3 21 21 15 5 2.501667
2015 3 21 22 15 5 7.116667
2015 3 21 23 15 5 8.016667
2015 3 22 0 15 5 7.341667
2015 3 22 1 15 5 9.340000
2015 3 22 2 15 5 11.801667
2015 3 22 3 15 5 11.891667
2015 3 22 4 15 5 11.311667
2015 3 22 5 15 5 12.526667
2015 3 22 6 15 5 12.535000
2015 3 22 7 15 5 11.006667
2015 3 22 8 15 5 9.023333
2015 3 22 9 15 5 9.230000
2015 3 22 10 15 5 11.271667
2015 3 22 11 15 5 13.401667
2015 3 22 12 15 5 13.553333
2015 3 22 13 15 5 10.460000
2015 3 22 14 15 5 8.016667
2015 3 22 15 15 5 8.020000
2015 3 22 16 15 5 7.368333
2015 3 22 17 15 5 6.446667
2015 3 22 18 15 5 5.430000
2015 3 22 19 15 5 4.480000
2015 3 22 20 15 5 4.246667
2015 3 22 21 15 5 4.173333
2015 3 22 22 15 5 3.945000
2015 3 22 23 15 5 4.136667
2015 3 23 0 15 5 3.953333
2015 3 23 1 15 5 3.733333
2015 3 23 2 15 5 3.695000
2015 3 23 3 15 5 3.913333
2015 3 23 4 15 5 5.133333
2015 3 23 5 15 5 5.138333
2015 3 23 6 15 5 5.321667
2015 3 23 7 15 5 6.881667
2015 3 23 8 15 5 8.711667
2015 3 23 9 15 5 11.266667
2015 3 23 10 15 5 11.933333
2015 3 23 11 15 5 11.271667
2015 3 23 12 15 5 10.358333
2015 3 23 13 15 5 11.511667
2015 3 23 14 15 5 13.063333
2015 3 23 15 15 5 14.038333
2015 3 23 16 15 5 13.895000
2015 3 23 17 15 5 12.873333
2015 3 23 18 15 5 12.126667
2015 3 23 19 15 5 11.495000
2015 3 23 20 15 5 10.791667
2015 3 23 21 15 5 8.893333
2015 3 23 22 15 5 7.291667
2015 3 23 23 15 5 6.940000
2015 3 24 0 15 5 7.101667
2015 3 24 1 15 5 6.526667
2015 3 24 2 15 5 6.918333
2015 3 24 3 15 5 7.065000
2015 3 24 4 15 5 7.868333
2015 3 24 5 15 5 8.363333
2015 3 24 6 15 5 8.368333
2015 3 24 7 15 5 7.316667
2015 3 24 8 15 5 7.570000
2015 3 24 9 15 5 7.335000
2015 3 24 10 15 5 8.135000
2015 3 24 11 15 5 8.718333
2015 3 24 12 15 5 8.670000
2015 3 24 13 15 5 8.450000
2015 3 24 14 15 5 9.125000
2015 3 24 15 15 5 9.753333
2015 3 24 16 15 5 9.358333
2015 3 24 17 15 5 9.586667
2015 3 24 18 15 5 9.826667
2015 3 24 19 15 5 10.095000
2015 3 24 20 15 5 10.333333
2015 3 24 21 15 5 10.845000
2015 3 24 22 15 5 11.281667
2015 3 24 23 15 5 11.363333
2015 3 25 0 15 5 10.881667
2015 3 25 1 15 5 10.270000
2015 3 25 2 15 5 9.860000
2015 3 25 3 15 5 10.168333
2015 3 25 4 15 5 10.245000
2015 3 25 5 15 5 9.885000
2015 3 25 6 15 5 10.830000
2015 3 25 7 15 5 11.233333
2015 3 25 8 15 5 11.280000
2015 3 25 9 15 5 11.051667
2015 3 25 10 15 5 10.795000
2015 3 25 11 15 5 9.850000
2015 3 25 12 15 5 8.936667
2015 3 25 13 15 5 9.200000
2015 3 25 14 15 5 8.158333
2015 3 25 15 15 5 7.606667
2015 3 25 16 15 5 6.898333
2015 3 25 17 15 5 6.885000
2015 3 25 18 15 5 7.283333
2015 3 25 19 15 5 9.818333
2015 3 25 20 15 5 10.431667
2015 3 25 21 15 5 11.360000
2015 3 25 22 15 5 12.115000
2015 3 25 23 15 5 11.948333
2015 3 26 0 15 5 13.413333
2015 3 26 1 15 5 14.715000
2015 3 26 2 15 5 15.205000
2015 3 26 3 15 5 14.831667
2015 3 26 4 15 5 14.383333
2015 3 26 5 15 5 15.555000
2015 3 26 6 15 5 15.405000
2015 3 26 7 15 5 16.171667
2015 3 26 8 15 5 16.626667
2015 3 26 9 15 5 17.155000
2015 3 26 10 15 5 18.608333
2015 3 26 11 15 5 19.195000
2015 3 26 12 15 5 19.313333
2015 3 26 13 15 5 21.050000
2015 3 26 14 15 5 21.700000
2015 3 26 15 15 5 23.495000
2015 3 26 16 15 5 21.408333
2015 3 26 17 15 5 20.640000
2015 3 26 18 15 5 21.851667
2015 3 26 19 15 5 19.933333
2015 3 26 20 15 5 22.596667
2015 3 26 21 15 5 22.320000
2015 3 26 22 15 5 17.183333
2015 3 26 23 15 5 15.880000
2015 3 27 0 15 5 16.430000
2015 3 27 1 15 5 18.153333
2015 3 27 2 15 5 19.891667
2015 3 27 3 15 5 19.261667
2015 3 27 4 15 5 17.803333
2015 3 27 5 15 5 16.738333
2015 3 27 6 15 5 15.841667
2015 3 27 7 15 5 15.791667
2015 3 27 8 15 5 14.631667
2015 3 27 9 15 5 15.243333
2015 3 27 10 15 5 15.615000
2015 3 27 11 15 5 13.375000
2015 3 27 12 15 5 11.891667
2015 3 27 13 15 5 11.881667
2015 3 27 14 15 5 11.961667
2015 3 27 15 15 5 11.911667
2015 3 27 16 15 5 10.846667
2015 3 27 17 15 5 10.398333
2015 3 27 18 15 5 11.046667
2015 3 27 19 15 5 10.735000
2015 3 27 20 15 5 9.623333
2015 3 27 21 15 5 9.065000
2015 3 27 22 15 5 8.366667
2015 3 27 23 15 5 10.423333
2015 3 28 0 15 5 11.040000
2015 3 28 1 15 5 12.131667
2015 3 28 2 15 5 11.303333
2015 3 28 3 15 5 11.035000
2015 3 28 4 15 5 10.215000
2015 3 28 5 15 5 9.340000
2015 3 28 6 15 5 9.656667
2015 3 28 7 15 5 10.248333
2015 3 28 8 15 5 12.680000
2015 3 28 9 15 5 13.115000
2015 3 28 10 15 5 15.038333
2015 3 28 11 15 5 14.965000
2015 3 28 12 15 5 14.706667
2015 3 28 13 15 5 14.190000
2015 3 28 14 15 5 13.390000
2015 3 28 15 15 5 12.835000
2015 3 28 16 15 5 11.046667
2015 3 28 17 15 5 8.971667
2015 3 28 18 15 5 8.675000
2015 3 28 19 15 5 9.906667
2015 3 28 20 15 5 9.540000
2015 3 28 21 15 5 9.330000
2015 3 28 22 15 5 7.533333
2015 3 28 23 15 5 9.971667
2015 3 29 0 15 5 10.948333
2015 3 29 1 15 5 12.103333
2015 3 29 2 15 5 11.941667
2015 3 29 3 15 5 11.420000
2015 3 29 4 15 5 11.006667
2015 3 29 5 15 5 10.171667
2015 3 29 6 15 5 9.585000
2015 3 29 7 15 5 10.020000
2015 3 29 8 15 5 10.441667
2015 3 29 9 15 5 10.540000
2015 3 29 10 15 5 10.760000
2015 3 29 11 15 5 10.173333
2015 3 29 12 15 5 10.080000
2015 3 29 13 15 5 9.915000
2015 3 29 14 15 5 8.823333
2015 3 29 15 15 5 8.031667
2015 3 29 16 15 5 7.823333
2015 3 29 17 15 5 8.350000
2015 3 29 18 15 5 7.145000
2015 3 29 19 15 5 5.942000
2015 3 29 20 15 5 4.873333
2015 3 29 21 15 5 5.003333
2015 3 29 22 15 5 5.003333
2015 3 29 23 15 5 5.003333
2015 3 30 0 15 5 5.003333
2015 3 30 1 15 5 5.133333
2015 3 30 2 15 5 6.440000
2015 3 30 3 15 5 6.978333
2015 3 30 4 15 5 8.725000
2015 3 30 5 15 5 9.328333
2015 3 30 6 15 5 10.433333
2015 3 30 7 15 5 11.796667
2015 3 30 8 15 5 12.210000
2015 3 30 9 15 5 12.250000
2015 3 30 10 15 5 13.703333
2015 3 30 11 15 5 14.308333
2015 3 30 12 15 5 14.023333
2015 3 30 13 15 5 15.581667
2015 3 30 14 15 5 14.380000
2015 3 30 15 15 5 13.136667
2015 3 30 16 15 5 12.961667
2015 3 30 17 15 5 13.751667
2015 3 30 18 15 5 14.035000
2015 3 30 19 15 5 12.871667
2015 3 30 20 15 5 11.933333
2015 3 30 21 15 5 10.611667
2015 3 30 22 15 5 9.305000
2015 3 30 23 15 5 10.525000
2015 3 31 0 15 5 11.728333
2015 3 31 1 15 5 12.806667
2015 3 31 2 15 5 12.243333
2015 3 31 3 15 5 11.135000
2015 3 31 4 15 5 9.976667
2015 3 31 5 15 5 9.206667
2015 3 31 6 15 5 7.191667
2015 3 31 7 15 5 4.000000
2015 3 31 8 15 5 1.910000
2015 3 31 9 15 5 0.838333
2015 3 31 10 15 5 0.941667
2015 3 31 11 15 5 1.625000
2015 3 31 12 15 5 6.781667
2015 3 31 13 15 5 8.765000
2015 3 31 14 15 5 9.390000
2015 3 31 15 15 5 10.246667
2015 3 31 16 15 5 12.295000
2015 3 31 17 15 5 13.118333
2015 3 31 18 15 5 15.453333
2015 3 31 19 15 5 18.046667
2015 3 31 20 15 5 20.105000
2015 3 31 21 15 5 20.618333
2015 3 31 22 15 5 20.533333
2015 3 31 23 15 5 21.513333
2015 4 1 0 15 5 21.603333
2015 4 1 1 15 5 17.343333
2015 4 1 2 15 5 9.696667
2015 4 1 3 15 5 11.405000
2015 4 1 4 15 5 6.905000
2015 4 1 5 15 5 6.953333
2015 4 1 6 15 5 11.826667
2015 4 1 7 15 5 14.068333
2015 4 1 8 15 5 13.196667
2015 4 1 9 15 5 10.440000
2015 4 1 10 15 5 11.715000
2015 4 1 11 15 5 11.935000
2015 4 1 12 15 5 11.933333
2015 4 1 13 15 5 14.035000
2015 4 1 14 15 5 10.123333
2015 4 1 15 15 5 7.765000
2015 4 1 16 15 5 5.603333
2015 4 1 17 15 5 4.123333
2015 4 1 18 15 5 3.500000
2015 4 1 19 15 5 2.208333
2015 4 1 20 15 5 1.955000
2015 4 1 21 15 5 2.905000
2015 4 1 22 15 5 2.671667
2015 4 1 23 15 5 3.013333
2015 4 2 0 15 5 3.353333
2015 4 2 1 15 5 3.606667
2015 4 2 2 15 5 3.793333
2015 4 2 3 15 5 5.103333
2015 4 2 4 15 5 6.383333
2015 4 2 5 15 5 6.020000
2015 4 2 6 15 5 6.735000
2015 4 2 7 15 5 4.626667
2015 4 2 8 15 5 5.766667
2015 4 2 9 15 5 6.070000
2015 4 2 10 15 5 6.390000
2015 4 2 11 15 5 6.353333
2015 4 2 12 15 5 6.903333
2015 4 2 13 15 5 7.498333
2015 4 2 14 15 5 8.940000
2015 4 2 15 15 5 9.265000
2015 4 2 16 15 5 9.475000
2015 4 2 17 15 5 11.100000
2015 4 2 18 15 5 13.255000
2015 4 2 19 15 5 15.400000
2015 4 2 20 15 5 17.875000
2015 4 2 21 15 5 19.518333
2015 4 2 22 15 5 19.676667
2015 4 2 23 15 5 20.146667
2015 4 3 0 15 5 19.560000
2015 4 3 1 15 5 18.946667
2015 4 3 2 15 5 18.918333
2015 4 3 3 15 5 19.603333
2015 4 3 4 15 5 19.765000
2015 4 3 5 15 5 18.911667
2015 4 3 6 15 5 18.531667
2015 4 3 7 15 5 17.345000
2015 4 3 8 15 5 18.386667
2015 4 3 9 15 5 18.478333
2015 4 3 10 15 5 18.373333
2015 4 3 11 15 5 19.208333
2015 4 3 12 15 5 18.490000
2015 4 3 13 15 5 17.350000
2015 4 3 14 15 5 16.225000
2015 4 3 15 15 5 16.828333
2015 4 3 16 15 5 17.463333
2015 4 3 17 15 5 18.373333
2015 4 3 18 15 5 18.838333
2015 4 3 19 15 5 21.215000
2015 4 3 20 15 5 22.123333
2015 4 3 21 15 5 22.090000
2015 4 3 22 15 5 23.285000
2015 4 3 23 15 5 23.573333
2015 4 4 0 15 5 23.111667
2015 4 4 1 15 5 22.378333
2015 4 4 2 15 5 21.136667
2015 4 4 3 15 5 18.600000
2015 4 4 4 15 5 19.093333
2015 4 4 5 15 5 19.993333
2015 4 4 6 15 5 20.110000
2015 4 4 7 15 5 20.110000
2015 4 4 8 15 5 20.110000
2015 4 4 9 15 5 18.705000
2015 4 4 10 15 5 17.793333
2015 4 4 11 15 5 14.278333
2015 4 4 12 15 5 14.041667
2015 4 4 13 15 5 16.096667
2015 4 4 14 15 5 15.630000
2015 4 4 15 15 5 14.496667
2015 4 4 16 15 5 12.656667
2015 4 4 17 15 5 12.073333
2015 4 4 18 15 5 12.748333
2015 4 4 19 15 5 13.180000
2015 4 4 20 15 5 11.116667
2015 4 4 21 15 5 14.986667
2015 4 4 22 15 5 15.003333
2015 4 4 23 15 5 13.721667
2015 4 5 0 15 5 12.360000
2015 4 5 1 15 5 9.035000
2015 4 5 2 15 5 7.500000
2015 4 5 3 15 5 6.465000
2015 4 5 4 15 5 4.976667
2015 4 5 5 15 5 2.718333
2015 4 5 6 15 5 2.050000
2015 4 5 7 15 5 1.853333
2015 4 5 8 15 5 2.126667
2015 4 5 9 15 5 2.533333
2015 4 5 10 15 5 2.643333
2015 4 5 11 15 5 1.303333
2015 4 5 12 15 5 1.523333
2015 4 5 13 15 5 3.393333
2015 4 5 14 15 5 3.763333
2015 4 5 15 15 5 3.776667
2015 4 5 16 15 5 4.481667
2015 4 5 17 15 5 5.593333
2015 4 5 18 15 5 5.583333
2015 4 5 19 15 5 7.390000
2015 4 5 20 15 5 7.350000
2015 4 5 21 15 5 7.516667
2015 4 5 22 15 5 7.693333
2015 4 5 23 15 5 8.600000
2015 4 6 0 15 5 9.025000
2015 4 6 1 15 5 10.801667
2015 4 6 2 15 5 9.910000
2015 4 6 3 15 5 9.371667
2015 4 6 4 15 5 9.730000
2015 4 6 5 15 5 10.955000
2015 4 6 6 15 5 11.255000
2015 4 6 7 15 5 10.388333
2015 4 6 8 15 5 9.946667
2015 4 6 9 15 5 9.131667
2015 4 6 10 15 5 8.658333
2015 4 6 11 15 5 9.325000
2015 4 6 12 15 5 10.111667
2015 4 6 13 15 5 10.123333
2015 4 6 14 15 5 9.666667
2015 4 6 15 15 5 8.530000
2015 4 6 16 15 5 7.930000
2015 4 6 17 15 5 7.901667
2015 4 6 18 15 5 9.011667
2015 4 6 19 15 5 9.966667
2015 4 6 20 15 5 11.895000
2015 4 6 21 15 5 13.276667
2015 4 6 22 15 5 13.800000
2015 4 6 23 15 5 14.291667
2015 4 7 0 15 5 16.418333
2015 4 7 1 15 5 15.216667
2015 4 7 2 15 5 15.466667
2015 4 7 3 15 5 15.141667
2015 4 7 4 15 5 14.226667
2015 4 7 5 15 5 13.723333
2015 4 7 6 15 5 12.835000
2015 4 7 7 15 5 11.636667
2015 4 7 8 15 5 12.473333
2015 4 7 9 15 5 10.998333
2015 4 7 10 15 5 10.730000
2015 4 7 11 15 5 9.905000
2015 4 7 12 15 5 10.671667
2015 4 7 13 15 5 10.423333
2015 4 7 14 15 5 10.488333
2015 4 7 15 15 5 10.946667
2015 4 7 16 15 5 10.833333
2015 4 7 17 15 5 10.825000
2015 4 7 18 15 5 9.825000
2015 4 7 19 15 5 9.630000
2015 4 7 20 15 5 11.076667
2015 4 7 21 15 5 12.245000
2015 4 7 22 15 5 13.610000
2015 4 7 23 15 5 13.575000
2015 4 8 0 15 5 12.875000
2015 4 8 1 15 5 12.978333
2015 4 8 2 15 5 12.486667
2015 4 8 3 15 5 11.661667
2015 4 8 4 15 5 10.248333
2015 4 8 5 15 5 9.396667
2015 4 8 6 15 5 8.660000
2015 4 8 7 15 5 7.908333
2015 4 8 8 15 5 6.315000
2015 4 8 9 15 5 5.355000
2015 4 8 10 15 5 5.015000
2015 4 8 11 15 5 6.401667
2015 4 8 12 15 5 6.234000
2015 4 8 13 15 5 6.286667
2015 4 8 14 15 5 6.628000
2015 4 8 15 15 5 5.930000
2015 4 8 16 15 5 5.930000
2015 4 8 17 15 5 8.140000
2015 4 8 18 15 5 8.140000
2015 4 8 19 15 5 11.093333
