,index,capacity_MW,depth_m,duration_hr,k_type,permeability_mD,porosity,thickness_m,RTE,kWh_in,kWh_out,kW_in_avg,kW_out_avg,kg_water_per_kWh,kg_CO2_per_kWh,kg_fuel_per_kWh,dp_well_avg,dp_pipe_f_avg,T_aquifer,T_cmp_out,errors,MWh_cushion_gas,T_store_init,T_cmp_out_avg,T_exp_out_avg,p_store_min,p_store_max,solve_time,iterations,m_dot,r_f
43,43,440.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,12857825.47159462,0.0,943521.4531071021,,inf,,,1.0634440352136882,13.373367706959078,,,true,78015.70894852323,316.02152033,363.68643098471284,316.02152032999993,14.0235,17.34005775,76.88079690933228,24,,inf
44,44,450.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,25400663.98087484,0.0,1057304.6336399072,,inf,,,1.2403935365615084,16.131634575516603,,,true,168192.4385732051,316.02152033,364.5274924869906,316.02152032999993,14.0235,17.34005775,74.0287413597107,23,,inf
45,45,460.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,19017772.601345837,0.0,1019435.2980436459,,inf,,,1.175105772600843,15.185761426403246,,,true,121802.62189312518,316.02152033,364.2533802512987,316.02152032999993,14.0235,17.34005775,69.52103781700134,22,,inf
46,46,470.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,12053298.828879204,0.0,942390.8553340116,,inf,,,1.0573737224648851,13.344606542312858,,,true,72922.91770398378,316.02152033,363.6771681919189,316.02152032999993,14.0235,17.34005775,66.72916746139526,21,,inf
47,47,480.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,338968030.6959089,0.0,1260093.3135354628,,inf,,,1.7262080454341364,21.7862223126757,,,true,3024052.8868345474,316.02152033,365.9085858066532,316.02152032999993,14.0235,17.34005775,68.1611258983612,21,,inf
48,48,490.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,12781198.324387696,0.0,968227.3378512134,,inf,,,1.0889750623367143,13.946609177706192,,,true,78484.25846223268,316.02152033,363.87250075345116,316.02152032999993,14.0235,17.34005775,63.675727128982544,20,,inf
49,49,500.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,33800019.81383494,0.0,1110930.5838147595,,inf,,,1.3247111184957598,17.506084667559747,,,true,234071.68123698095,316.02152033,364.9041038685266,316.02152032999993,14.0235,17.34005775,61.16906690597534,20,,inf
50,50,10.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8151453966120673,294426.0257600735,240000.01954110985,11838.368717499034,9999.991464731233,85.35597420323126,0.0,0.0,0.010589556280825514,0.004345487322687102,,,false,1205.2251407797296,316.02152033,355.63814978880487,316.02152032999993,14.0235,17.34005775,73.4610047340393,23,25.87518611322132,36.93416133370209
51,51,20.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.814612660301692,589237.1132233782,480000.01235138543,23692.219011353412,19999.980888382306,85.38540547236488,0.0,0.0,0.022606228229892934,0.015937086481852582,,,false,2420.8786748392804,316.02152033,355.65846970916937,316.02152032999993,14.0235,17.34005775,76.34437298774719,25,51.768213434068684,52.33757153916104
52,52,30.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8139088210201014,884619.9336888083,719999.9672795383,35569.07599388316,29999.984152285837,85.42312348315546,0.0,0.0,0.035176187777494594,0.03432773291037908,,,false,3648.478115538332,316.02152033,355.6867718913768,316.02152032999993,14.0235,17.34005775,81.75572609901428,27,77.68663876000397,64.23787067091294
53,53,40.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8130410400618059,1180752.0979574644,959999.9137784962,47476.05646564867,39999.98168586944,85.46884628166362,0.0,0.0,0.04811811628360976,0.05937790351001155,,,false,4889.266081822507,316.02152033,355.72274018900515,316.02152032999993,14.0235,17.34005775,85.14162945747375,28,103.63763111301472,74.34326983710152
54,54,50.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.812012781528797,1477808.9496722943,1199999.7557915496,59420.20536880256,49999.96501609711,85.52253102471171,0.0,0.0,0.06134894216161642,0.09102030767008464,,,false,6144.413848018653,316.02152033,355.7661763725118,316.02152032999993,14.0235,17.34005775,84.8376955986023,28,129.6283943814227,83.31469613423477
55,55,60.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8108265788260529,1775965.099638077,1439999.7058540122,71408.5757330298,59999.97011445975,85.58424366802332,0.0,0.0,0.07482226631853482,0.12921728035885682,,,false,7415.0714020006435,316.02152033,355.81686695847077,316.02152032999993,14.0235,17.34005775,89.32514262199402,29,155.6663360120804,91.49097277204433
56,56,70.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8094842931717522,2075395.049205205,1679999.6944580292,83448.16288709799,69999.97632242877,85.65411759800158,0.0,0.0,0.0885095128080858,0.17394606146919198,,,false,8702.389021324447,316.02152033,355.8746067777571,316.02152032999993,14.0235,17.34005775,91.66452431678772,30,181.7590131371648,99.07344395893556
57,57,80.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8079873878107334,2376274.046561208,1919999.4596034316,95546.00364827314,79999.96466686326,85.73233821843762,0.0,0.0,0.10239228156986091,0.22519316132669018,,,false,10007.531804106698,316.02152033,355.9391892282261,316.02152032999993,14.0235,17.34005775,91.78465247154236,30,207.91427288905822,106.19346774143816
58,58,90.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8063370339039734,2678779.488094465,2159999.106912895,107709.24256693301,89999.94940462628,85.81913702867834,0.0,0.0,0.11645862336108348,0.2829522113951047,,,false,11331.69307086685,316.02152033,356.0104029146257,316.02152032999993,14.0235,17.34005775,93.56571054458618,30,234.1403561052926,112.94252137196716
59,59,100.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8045341454050433,2983091.849703668,2399999.2519660904,119945.14625812936,99999.96449768604,85.91478988512009,0.0,0.0,0.1307009722887552,0.3472232416648545,,,false,12676.104086300764,316.02152033,356.08803092788264,316.02152032999993,14.0235,17.34005775,95.04136443138123,31,260.4459445294094,119.3874830403275
60,60,110.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8025793948807747,3289392.7842141795,2639998.870279803,132261.00021598316,109999.95183385468,86.01961667158409,0.0,0.0,0.1451147838770404,0.4180120420463574,,,false,14042.030281674679,316.02152033,356.1718506636634,316.02152032999993,14.0235,17.34005775,96.6953592300415,31,286.8400813802558,125.57911294770102
61,61,120.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.8004731464011943,3597870.9981493317,2879999.118234201,144664.40140827658,119999.96742749069,86.13398583302896,0.0,0.0,0.15969808381181033,0.4953321716132029,,,false,15430.802042956522,316.02152033,356.2616369849199,316.02152032999993,14.0235,17.34005775,100.16112637519836,32,313.3325230346609,131.5571924600588
62,62,130.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7982154541460939,3908717.5327458107,3119998.7405294967,157163.02915953842,129999.9571974682,86.25831596755864,0.0,0.0,0.1744506796111299,0.5792043765035322,,,false,16843.797990244948,316.02152033,356.3571622866955,316.02152032999993,14.0235,17.34005775,99.79339861869812,32,339.93352673966587,137.35366971910136
63,63,140.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7958059668076783,4222132.502800494,3359998.2383812703,169764.93266605661,139999.9444252348,86.39308314787934,0.0,0.0,0.18937413394964067,0.6696592752963306,,,false,18282.480041570372,316.02152033,356.45820032476183,316.02152032999993,14.0235,17.34005775,100.83512163162231,32,366.65420213810313,142.99483491626162
64,64,150.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7932438712880284,4538325.266480507,3599998.703547271,182478.51621025146,149999.96334250274,86.5388269725541,0.0,0.0,0.20447149025138728,0.7667384818381844,,,false,19748.399528460435,316.02152033,356.56452800729875,316.02152032999993,14.0235,17.34005775,103.70675110816956,33,393.50653955466385,148.50275609509836
65,65,160.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7905278430152742,4857511.689929395,3839998.238661364,195312.48144349907,159999.95302537843,86.69615711756701,0.0,0.0,0.21974700698608365,0.8704952957593923,,,false,21243.19037104843,316.02152033,356.6759265665932,316.02152032999993,14.0235,17.34005775,100.87167930603027,33,420.5033987987707,153.89626757448218
66,66,170.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7876559090320606,5179923.85734675,4079997.634575312,208276.15247892446,169999.94011449465,86.86576604209506,0.0,0.0,0.2352064036751839,0.9809985330513038,,,false,22768.620115353413,316.02152033,356.79218588109126,316.02152032999993,14.0235,17.34005775,103.96822547912598,33,447.6589202789454,159.1917917452063
67,67,180.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7846253613795433,5505810.184499482,4319998.305700076,221379.4894355478,179999.96051853418,87.04844034111301,0.0,0.0,0.2508567638537388,1.0983342751642091,,,false,24326.598470995985,316.02152033,356.9131061284519,316.02152032999993,14.0235,17.34005775,105.53293085098267,34,474.9886102156553,164.40387952985515
68,68,190.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7814326710816148,5835432.691842947,4559997.755303812,234633.07621636655,189999.94971176315,87.24507364599842,0.0,0.0,0.26670642158282293,1.2226073035851197,,,false,25919.17349159551,316.02152033,357.0384988416351,316.02152032999993,14.0235,17.34005775,106.92294454574585,34,502.5094127500488,169.54560041283753
69,69,200.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7780732865314598,6169080.889035438,4799997.042210223,248048.53417337008,199999.93596226434,87.45668869544326,0.0,0.0,0.2827653945258353,1.353946663070239,,,false,27548.606966619805,316.02152033,357.16819176595294,316.02152032999993,14.0235,17.34005775,104.04084157943726,34,530.2402606089521,174.62897849614274
70,70,210.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7745414846746069,6507072.883103932,5039997.891765195,261638.6113499733,209999.95697742046,87.6844590638099,0.0,0.0,0.29904542632927994,1.4925087630786664,,,false,29217.39305293161,316.02152033,357.3020305878955,316.02152032999993,14.0235,17.34005775,108.47692155838013,35,558.2022997861371,179.6652516244611
71,71,220.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.770830205845426,6849753.923035907,5279997.226484283,275417.2644108022,219999.94468307032,87.92973508733023,0.0,0.0,0.31556002054136817,1.6384804921436988,,,false,30928.266761041792,316.02152033,357.4398802313188,316.02152032999993,14.0235,17.34005775,110.72086119651794,35,586.4191377551025,184.6650681570408
72,72,230.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7669307247126136,7197516.247591484,5519996.351896148,289400.23382636986,229999.9285600598,88.19408481296152,0.0,0.0,0.33232510310700564,1.7920879296865357,,,false,32684.317474469048,316.02152033,357.5816308411787,316.02152032999993,14.0235,17.34005775,107.92659306526184,35,614.91766670455,189.6388167733208
73,73,240.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7628323542633806,7550803.693005759,5759997.357716212,303605.3079870095,239999.95011252767,88.47933879015405,0.0,0.0,0.3493592916390311,1.95360268902029,,,false,34489.03565320021,316.02152033,357.7272005132894,316.02152032999993,14.0235,17.34005775,109.89576196670532,36,643.7286066044402,194.59681134070837
74,74,250.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.758522089414255,7910114.379947888,5999996.486983816,318052.6181805141,249999.93418233976,88.78764613603815,0.0,0.0,0.36668419542816194,2.1233491140652854,,,false,36346.3552883514,316.02152033,357.8765379596363,316.02152032999993,14.0235,17.34005775,111.06218123435974,36,672.8871551750482,199.54945343266462
75,75,260.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7539839617135877,8276034.644155305,6239997.388279119,332765.6375819689,259999.952068602,89.1215610815382,0.0,0.0,0.38432560774409635,2.3017207101869013,,,false,38260.85727544244,316.02152033,358.0296321306664,316.02152032999993,14.0235,17.34005775,112.49408221244812,37,702.4345055210682,204.50762160056186
76,76,270.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7491984560795195,8649238.929250363,6479996.452057249,347771.5882738369,269999.9347182186,89.48413919287346,0.0,0.0,0.40231392284186684,2.4891912133381866,,,false,40237.81844567746,316.02152033,358.18651534495586,316.02152032999993,14.0235,17.34005775,111.63267207145691,37,732.4188624411761,209.48281424701113
77,77,280.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7441414289688479,9030537.727584327,6719997.248961694,363102.9544917709,279999.94965628703,89.87908971441162,0.0,0.0,0.42068594666943826,2.686340923569113,,,false,42283.51352220008,316.02152033,358.3472774153625,316.02152032999993,14.0235,17.34005775,118.2395350933075,38,762.8978688026544,214.4876596432428
78,78,290.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7387829221116459,9420894.713259066,6959996.125167688,378798.5920347553,289999.928202294,90.3109642090872,0.0,0.0,0.43948614885345916,2.8938809309183546,,,false,44405.38767883838,316.02152033,358.51207487453286,316.02152032999993,14.0235,17.34005775,119.42805099487305,38,793.9408854121307,219.53623630529856
79,79,300.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.733085155938195,9821501.27728887,7199996.795408493,394906.29411543504,299999.94010630925,90.78545065107515,0.0,0.0,0.4587697233964546,3.1126998828488457,,,false,46612.55142001151,316.02152033,358.68115448951426,316.02152032999993,14.0235,17.34005775,122.95680522918701,39,825.633315738501,224.64485858816124
80,80,310.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7269999641581245,10233831.616229761,7439995.218199318,411485.4561425186,309999.90867067414,91.30977609059953,0.0,0.0,0.4786056808821262,3.3439179523052007,,,false,48916.22866502463,316.02152033,358.85487632746793,316.02152032999993,14.0235,17.34005775,121.67752170562744,39,858.0817231743341,229.83281922158483
81,81,320.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7204645104840564,10659783.412000889,7679995.637793285,428612.25416905084,319999.9149091951,91.89335227799931,0.0,0.0,0.4990830060944671,3.588983537440999,,,false,51330.72485352073,316.02152033,359.0337609057474,316.02152032999993,14.0235,17.34005775,125.35447120666504,40,891.4228445525997,235.1238918272855
82,82,330.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.713394993900171,11101838.074921016,7919995.7057389645,446386.5315121895,329999.9139121834,92.54876055366418,0.0,0.0,0.5203187467111383,3.8498076920406628,,,false,53874.62936791926,316.02152033,359.21855041689264,316.02152032999993,14.0235,17.34005775,130.56864953041077,41,925.8363633361954,240.5482470578573
83,83,340.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.7056758276077074,11563376.584556645,8159995.341246596,464944.23365161987,339999.90349589445,93.293428692102,0.0,0.0,0.5424727349134252,4.129000345408021,,,false,56573.06190537409,316.02152033,359.41032139981246,316.02152032999993,14.0235,17.34005775,131.7586874961853,42,961.5672292851435,246.14595873709646
84,84,350.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.6971406464662155,12049213.361657847,8399996.392355513,484478.88800063654,349999.92246631824,94.15260687449717,0.0,0.0,0.5657729820571644,4.430279886897625,,,false,59461.5055142229,316.02152033,359.6106793357823,316.02152032999993,14.0235,17.34005775,133.2111575603485,44,998.9645791980483,251.97301452360074
85,85,360.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.6875358111704571,12566610.268843863,8639994.584852561,505282.60086059605,359999.8786041535,95.16513673761348,0.0,0.0,0.5905641432341306,4.759253800473834,,,false,62593.084782828744,316.02152033,359.82213086244644,316.02152032999993,14.0235,17.34005775,144.1420476436615,45,1038.5563072437499,258.11277700273996
86,86,370.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.6764403121002709,13127537.116283542,8879995.30404673,527836.510012962,369999.8897109699,96.39617343496614,0.0,0.0,0.6174145608050344,5.12513115869725,,,false,66054.65107672868,316.02152033,360.0489090264338,316.02152032999993,14.0235,17.34005775,152.00109100341797,48,1081.2128481538996,264.7012878670724
87,87,380.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.6630582499059724,13754440.03732704,9119994.939586705,553043.23435584,379999.8747091418,97.97048430609536,0.0,0.0,0.6473912405608087,5.54511864366309,,,false,70007.86124200992,316.02152033,360.29909700532767,316.02152032999993,14.0235,17.34005775,162.83871841430664,52,1128.570058506873,271.99228898588757
88,88,390.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.6454784848216789,14500862.075930687,9359994.481379885,583055.6221092568,389999.8544309268,100.1922300815853,0.0,0.0,0.6830405933923703,6.06003098519979,,,false,74835.34253100984,316.02152033,360.592224091524,316.02152032999993,14.0235,17.34005775,183.1176416873932,60,1184.5361340116406,280.58923445314235
89,89,400.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.6145952375269756,15620027.981709927,9599994.807597019,628055.3946480778,399999.84917495726,104.54053399252294,0.0,0.0,0.736411561446692,6.861452924497489,,,false,82331.15782218004,316.02152033,361.02159417259753,316.02152032999993,14.0235,17.34005775,316.64754366874695,100,1267.6354259219684,293.34506083583767
90,90,410.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,240179755.02652985,0.0,1183861.9330741384,,inf,,,1.5929834791430721,19.61084726454684,,,true,1955569.886136217,316.02152033,365.41387746915507,316.02152032999993,14.0235,17.34005775,112.40438389778137,37,,inf
91,91,420.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,106762658.25597242,0.0,1119140.3259322008,,inf,,,1.4370724518603115,17.808735163470654,,,true,788837.0143535022,316.02152033,364.97187986402713,316.02152032999993,14.0235,17.34005775,87.73190379142761,29,,inf
92,92,430.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,485456051.7402746,0.0,1241329.043999187,,inf,,,1.7377213437479733,21.294145299384322,,,true,4370495.460771418,316.02152033,365.79304766646646,316.02152032999993,14.0235,17.34005775,82.14135694503784,26,,inf
93,93,440.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,89958438.50842464,0.0,1100825.9055942423,,inf,,,1.3997142103192828,17.320448876094364,,,true,650381.136694691,316.02152033,364.8444553789709,316.02152032999993,14.0235,17.34005775,72.44259452819824,24,,inf
94,94,450.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,571928094.5004268,0.0,1239948.7830280096,,inf,,,1.7524135980775946,21.274927774146263,,,true,5206270.841978626,316.02152033,365.7857822053411,316.02152032999993,14.0235,17.34005775,69.45256567001343,23,,inf
95,95,460.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,153721548.821562,0.0,1154794.9936663634,,inf,,,1.5142015424249267,18.781965352893604,,,true,1190046.7440241305,316.02152033,365.21652495497403,316.02152032999993,14.0235,17.34005775,66.85733914375305,22,,inf
96,96,470.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,34605195.530571796,0.0,980151.3809142949,,inf,,,1.1796911293845769,14.275412707147293,,,true,222303.91221236708,316.02152033,363.9715620192716,316.02152032999993,14.0235,17.34005775,65.56216216087341,21,,inf
97,97,480.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,23287657.414908677,0.0,902567.3289506175,,inf,,,1.0633041746914,12.464363294903333,,,true,141378.5840187705,316.02152033,363.3774057853262,316.02152032999993,14.0235,17.34005775,64.10142755508423,20,,inf
98,98,490.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,35431673.93913202,0.0,996612.1037930257,,inf,,,1.2001300518061921,14.669406841179619,,,true,229959.1433129501,316.02152033,364.093320386833,316.02152032999993,14.0235,17.34005775,63.741485357284546,20,,inf
99,99,500.0,1402.35,24.0,expected,38.33,0.2292,62.44,0.0,209247368.4660494,0.0,1188358.0399829615,,inf,,,1.5855240484163091,19.719828577193127,,,true,1695076.35182039,316.02152033,365.44214009427503,316.02152032999993,14.0235,17.34005775,60.7440345287323,20,,inf
100,100,10.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8151301633194308,588863.1738532374,480000.1350757878,11838.595005492207,9999.995730880275,85.3569686172389,0.0,0.0,0.011296434157148214,0.004345615769263639,,,false,2411.014189477339,316.02152033,355.6385526613389,316.02152032999993,14.0235,17.34005775,75.45647144317627,24,25.875493083708914,52.238714826495354
101,101,20.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.814582166029931,1178518.4924718097,960000.1463040158,23693.1172492621,19999.990434098494,85.38740413698424,0.0,0.0,0.02402088431008403,0.01593803578403434,,,false,4844.03355563311,316.02152033,355.6592714106261,316.02152032999993,14.0235,17.34005775,79.11637377738953,26,51.7694375564348,74.03337816237614
102,102,30.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8138632853251824,1769339.059735729,1440000.1000106893,35571.066075640774,29999.984143875794,85.42614064185305,0.0,0.0,0.03729979946587119,0.03433080696608258,,,false,7302.128405897461,316.02152033,355.68793927789824,316.02152032999993,14.0235,17.34005775,85.75880312919617,27,77.6893826539058,90.87731867113536
103,103,40.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8129802238040441,2361681.050025623,1919999.9886036008,47479.58631354481,39999.963427263305,85.47290003520203,0.0,0.0,0.05095215725333377,0.05938506853076051,,,false,9787.828662107699,316.02152033,355.72428636826925,316.02152032999993,14.0235,17.34005775,85.90462946891785,27,103.64252295018056,105.18578389535898
104,104,50.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8119365949278875,2955895.5259414753,2399999.7482954985,59425.78091409225,49999.964980641154,85.52764420205862,0.0,0.0,0.0648952393542795,0.09103438887498853,,,false,12303.523683147565,316.02152033,355.7680953156998,316.02152032999993,14.0235,17.34005775,85.25495219230652,28,129.6361444916075,117.89319477846566
105,105,60.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8107349121794404,3552332.007133663,2879999.5778357256,71416.64957640211,59999.97007510283,85.59044342226194,0.0,0.0,0.07908288031491857,0.12924172348908228,,,false,14851.563892094862,316.02152033,355.81915198264994,316.02152032999993,14.0235,17.34005775,92.55727338790894,29,155.6776124879287,129.47855480376973
106,106,70.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8093770097464352,4151339.8995601665,3359999.074347074,83459.1960078032,69999.95285040142,85.66143589708129,0.0,0.0,0.0934868038789241,0.1739850950149194,,,false,17434.305377077504,316.02152033,355.877250807112,316.02152032999993,14.0235,17.34005775,89.32847356796265,29,181.77451217529483,140.22650796639752
107,107,80.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8078643080519503,4753272.315914835,3839999.0504790293,95560.56019224944,79999.9645976874,85.74081283312428,0.0,0.0,0.1080890266991949,0.2252522737774125,,,false,20054.148683441814,316.02152033,355.9421854180911,316.02152032999993,14.0235,17.34005775,94.84069800376892,30,207.93482505968396,150.32278336469815
108,108,90.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8061979505933509,5358483.43741178,4319998.3655297905,107727.82416597746,89999.94928962889,85.82881095478922,0.0,0.0,0.12287783608486194,0.28303756801249014,,,false,22713.54144963804,316.02152033,356.0137439201371,316.02152032999993,14.0235,17.34005775,90.9330940246582,30,234.16674932881045,159.8967065637968
109,109,100.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8043788048626297,5967335.978024044,4799998.582216752,119968.30978508825,99999.96440033056,85.92571259412135,0.0,0.0,0.13784604926138536,0.347342239871074,,,false,25415.023609742926,316.02152033,356.0917096120535,316.02152032999993,14.0235,17.34005775,96.16955995559692,31,260.479055992207,169.04285889256744
110,110,110.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8024074943196376,6580195.044198765,5279997.817550029,132289.33444150613,109999.95168333831,86.03184457959378,0.0,0.0,0.15298948382829605,0.4181733173978188,,,false,28161.209576757727,316.02152033,356.17586008751493,316.02152032999993,14.0235,17.34005775,94.88042163848877,31,286.88085623349144,177.8330431075121
111,111,120.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.8002843267098706,7197439.800245566,5759998.264574349,144698.53349096532,119999.96730644854,86.14758309536464,0.0,0.0,0.16830655677778014,0.4955457379352631,,,false,30954.85043908549,316.02152033,356.26597055620397,316.02152032999993,14.0235,17.34005775,97.50998377799988,32,313.381986099201,186.323549908054
112,112,130.0,1402.35,48.0,expected,38.33,0.2292,62.44,0.798009292159069,7819454.680927672,6239997.494997011,157203.63127990594,129999.95701814821,86.27335538498038,0.0,0.0,0.1837974838118284,0.5794817813851341,,,false,33798.80374853607,316.02152033,356.36181390177376,316.02152032999993,14.0235,17.34005775,99.7144558429718,32,339.99279501913753,194.559608968836
