,index,capacity_MW,depth_m,duration_hr,k_type,permeability_mD,porosity,thickness_m,RTE,kWh_in,kWh_out,kW_in_avg,kW_out_avg,kg_water_per_kWh,kg_CO2_per_kWh,kg_fuel_per_kWh,dp_well_avg,dp_pipe_f_avg,T_aquifer,T_cmp_out,errors,MWh_cushion_gas,T_store_init,T_cmp_out_avg,T_exp_out_avg,p_store_min,p_store_max,solve_time,iterations,m_dot,r_f
27,27,280.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.7449100651358005,3758840.4866276667,2799998.111728899,362728.23863814585,279999.91281920765,89.80633233071829,0.0,0.0,0.39367026119821347,2.6804636073183747,,,false,17431.748246257703,316.02152033,358.33501639277966,316.02152032999993,14.0235,17.34005775,116.29005908966064,37,762.2802506229251,137.7322381369521
28,28,290.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.7396150671781729,3920956.5026059644,2899998.5070776045,378372.40744382347,289999.9311398244,90.23039855223975,0.0,0.0,0.4113074432372511,2.8869733828808513,,,false,18295.883734730713,316.02152033,358.4991877290294,316.02152032999993,14.0235,17.34005775,119.54802465438843,38,793.2326213971492,140.93398180824974
29,29,300.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.7339898408348183,4087248.3598417826,2999998.7730926424,394419.5530891141,299999.94299898343,90.69578198474312,0.0,0.0,0.4293922593444593,3.104567858992029,,,false,19193.42992069268,316.02152033,358.6675619135861,316.02152032999993,14.0235,17.34005775,119.67772006988525,39,824.8178428102108,144.1698899724527
30,30,310.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.72798863520971,4258305.734075008,3099998.1796549475,410926.63023131364,309999.91369266243,91.20934938726599,0.0,0.0,0.44798699059338254,3.334317654207167,,,false,20128.70104151024,316.02152033,358.84047556742684,316.02152032999993,14.0235,17.34005775,121.66655015945435,39,857.1379722596719,147.45162901122086
31,31,320.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.7215520480521758,4434882.229258236,3199998.3553914786,427966.24873888073,319999.920491965,91.77999747587847,0.0,0.0,0.46717149168738514,3.577600211022439,,,false,21107.163322542558,316.02152033,359.0184151870094,316.02152032999993,14.0235,17.34005775,122.23985362052917,40,890.3232400222599,150.79345826866796
32,32,330.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.7146012927768199,4617957.502345311,3299998.4011643743,445633.007793233,329999.9206974788,92.41954761287083,0.0,0.0,0.48705020829884804,3.8362231450868887,,,false,22135.880779649913,316.02152033,359.20207333533165,316.02152032999993,14.0235,17.34005775,126.40139603614807,41,924.5437565113435,154.2133358858218
33,33,340.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.7070284729421987,4808856.253996681,3399998.2938618157,464054.74224470713,339999.91271591815,93.14425033906352,0.0,0.0,0.5077647281965172,4.112637800641169,,,false,23224.331467424174,316.02152033,359.39245025457143,316.02152032999993,14.0235,17.34005775,128.80129742622375,42,960.02967403373,157.73490207866644
34,34,350.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.6986798017765065,5009444.866673235,3499997.9464575937,483411.5629162392,349999.8911448594,93.97741271365832,0.0,0.0,0.529514995598163,4.410302628910788,,,false,24385.770826829954,316.02152033,359.5910257414251,316.02152032999993,14.0235,17.34005775,131.24598145484924,43,997.1057144503502,161.39081017565726
35,35,360.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.6893237202001599,5222507.25702251,3599998.131183089,503972.0676755437,359999.89696069696,94.95441969407231,0.0,0.0,0.552599687563032,4.7343713594730135,,,false,25639.82334037535,316.02152033,359.80008741684475,316.02152032999993,14.0235,17.34005775,138.00283527374268,45,1036.256736120422,165.22905990168994
36,36,370.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.6785836007632614,5452530.415375546,3699997.7225367394,526169.3223459866,369999.8687758598,96.13342606220961,0.0,0.0,0.5775009254052225,5.093134597293927,,,false,27017.895586930877,316.02152033,360.02342100038334,316.02152032999993,14.0235,17.34005775,143.65811729431152,47,1078.2657521678657,169.32628264125836
37,37,380.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.6657690969276436,5707681.430324686,3799997.9114179476,550791.3774946508,379999.8735649187,97.62233530228774,0.0,0.0,0.6050967877698088,5.501619912050298,,,false,28576.734533771472,316.02152033,360.2680472593734,316.02152032999993,14.0235,17.34005775,155.42927598953247,51,1124.559557688673,173.8210744498721
38,38,390.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.6493227357856641,6006254.920538562,3899997.8768302063,579603.7129252867,389999.8637804932,99.66816003098712,0.0,0.0,0.6373556183448819,5.993322685186111,,,false,30442.55541088608,316.02152033,360.54991009275443,316.02152032999993,14.0235,17.34005775,176.6883420944214,58,1178.3402593811138,179.02298520074095
39,39,400.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.6234014444038253,6416407.956098147,3999997.987715781,619183.4626652901,399999.8600792787,103.21488982413842,0.0,0.0,0.6816138093580879,6.69218349801597,,,false,33081.995330217345,316.02152033,360.9290244903179,316.02152032999993,14.0235,17.34005775,256.5115134716034,82,1251.5609745828972,186.084688177585
40,40,410.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,13224925.265965095,0.0,936962.6301233342,,inf,,,1.0586504678905975,13.223786970674034,,,true,80066.76395089185,316.02152033,363.63681528949155,316.02152032999993,14.0235,17.34005775,127.65492081642151,40,,inf
41,41,420.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,61689895.26073692,0.0,1147692.9029394514,,inf,,,1.4212086257933185,18.512149992552487,,,true,451238.20162855263,316.02152033,365.1598361859908,316.02152032999993,14.0235,17.34005775,97.69112014770508,30,,inf
42,42,430.0,1402.35,10.0,expected,38.33,0.2292,62.44,0.0,13648604.791581796,0.0,957413.6286655378,,inf,,,1.0826428137235258,13.697420458163547,,,true,83567.08079760522,316.02152033,363.79207640461624,316.02152032999993,14.0235,17.34005775,83.31026935577393,26,,inf
