,generation_MW,VRE_MW,emissions_tonCO2PerMWh,price_dollarsPerMWh,windspeed_ms
2015-01-01 00:00:00,1000.0,0.0,0.0,31.104004999999997,3.0733330000000003
2015-01-01 01:00:00,1000.0,0.0,0.0,31.420232000000002,2.165
2015-01-01 02:00:00,1000.0,0.0,0.0,30.037293,2.476667
2015-01-01 03:00:00,1000.0,0.0,0.0,28.223941999999997,4.868333
2015-01-01 04:00:00,1000.0,0.0,0.0,29.088253,7.7
2015-01-01 05:00:00,1000.0,0.0,0.0,30.290761,10.031667
2015-01-01 06:00:00,1000.0,0.0,0.0,32.602674,10.518333
2015-01-01 07:00:00,1000.0,0.0,0.0,33.64968,9.741667
2015-01-01 08:00:00,1000.0,0.0,0.0,33.281463,10.003333
2015-01-01 09:00:00,1000.0,0.0,0.0,32.235308,9.615
2015-01-01 10:00:00,1000.0,0.0,0.0,30.719134999999998,9.618333
2015-01-01 11:00:00,1000.0,0.0,0.0,29.383958000000003,8.145
2015-01-01 12:00:00,1000.0,0.0,0.0,28.086451,8.155
2015-01-01 13:00:00,1000.0,0.0,0.0,27.355728999999997,8.44
2015-01-01 14:00:00,1000.0,0.0,0.0,26.861728000000003,7.923333
2015-01-01 15:00:00,1000.0,0.0,0.0,26.590120000000002,7.273333
2015-01-01 16:00:00,1000.0,0.0,0.0,27.422719,5.7083330000000005
2015-01-01 17:00:00,1000.0,0.0,0.0,34.472931,5.441667
2015-01-01 18:00:00,1000.0,0.0,0.0,33.761478000000004,7.893333
2015-01-01 19:00:00,1000.0,0.0,0.0,33.051854999999996,10.391667
2015-01-01 20:00:00,1000.0,0.0,0.0,32.316699,10.663333
2015-01-01 21:00:00,1000.0,0.0,0.0,30.045965000000002,11.48
2015-01-01 22:00:00,1000.0,0.0,0.0,27.93853,10.911667
2015-01-01 23:00:00,1000.0,0.0,0.0,26.716647,11.725
2015-01-02 00:00:00,1000.0,0.0,0.0,25.576401999999998,10.83
2015-01-02 01:00:00,1000.0,0.0,0.0,24.869929,12.398333000000001
2015-01-02 02:00:00,1000.0,0.0,0.0,24.212944,13.493332999999998
2015-01-02 03:00:00,1000.0,0.0,0.0,24.144947,12.443333
